# Shopify Product Taxonomy: 0.3.0
gid://shopify/Taxonomy/Category/aa              : Apparel & Accessories
gid://shopify/Taxonomy/Category/sg-4-2-10       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Navigational Compasses
gid://shopify/Taxonomy/Category/sg-4-2-10-1     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Navigational Compasses > Electronic Navigational Compasses
gid://shopify/Taxonomy/Category/sg-4-2-10-2     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Navigational Compasses > Gyrocompasses
gid://shopify/Taxonomy/Category/sg-4-2-10-3     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Navigational Compasses > Magnetic Navigational Compasses
gid://shopify/Taxonomy/Category/sg-4-2-11       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers
gid://shopify/Taxonomy/Category/sg-4-2-11-1     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Showers & Privacy Enclosures
gid://shopify/Taxonomy/Category/sg-4-2-11-1-1   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Showers & Privacy Enclosures > Portable Showers
gid://shopify/Taxonomy/Category/sg-4-2-11-1-2   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Showers & Privacy Enclosures > Privacy Enclosures
gid://shopify/Taxonomy/Category/sg-4-2-11-1-3   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Showers & Privacy Enclosures > Privacy Screens
gid://shopify/Taxonomy/Category/sg-4-2-11-2     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Toilets & Urination Devices
gid://shopify/Taxonomy/Category/sg-4-2-11-2-1   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Toilets & Urination Devices > Female Urination Devices
gid://shopify/Taxonomy/Category/sg-4-2-11-2-2   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Toilets & Urination Devices > Male Urination Devices
gid://shopify/Taxonomy/Category/sg-4-2-11-2-3   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Toilets & Showers > Portable Toilets & Urination Devices > Portable Camping Toilets
gid://shopify/Taxonomy/Category/sg-4-2-12       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Water Filters & Purifiers
gid://shopify/Taxonomy/Category/sg-4-2-12-1     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Water Filters & Purifiers > Water Filter Pumps
gid://shopify/Taxonomy/Category/sg-4-2-12-2     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Portable Water Filters & Purifiers > Water Purifier Tablets
gid://shopify/Taxonomy/Category/sg-4-2-13       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Sleeping Bag Liners
gid://shopify/Taxonomy/Category/sg-4-2-14       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Sleeping Bags
gid://shopify/Taxonomy/Category/sg-4-2-15       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Sleeping Pads
gid://shopify/Taxonomy/Category/sg-4-2-16       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories
gid://shopify/Taxonomy/Category/sg-4-2-16-1     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Inner Tents
gid://shopify/Taxonomy/Category/sg-4-2-16-2     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Footprints
gid://shopify/Taxonomy/Category/sg-4-2-16-3     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes
gid://shopify/Taxonomy/Category/sg-4-2-16-3-1   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes > Tent Poles
gid://shopify/Taxonomy/Category/sg-4-2-16-3-2   : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Poles & Stakes > Tent Stakes
gid://shopify/Taxonomy/Category/sg-4-2-16-4     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tent Accessories > Tent Vestibules
gid://shopify/Taxonomy/Category/sg-4-2-17       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-1     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Bungalows
gid://shopify/Taxonomy/Category/sg-4-2-17-2     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Domes
gid://shopify/Taxonomy/Category/sg-4-2-17-3     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Group Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-4     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Igloo Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-5     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Pop-Up Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-6     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Pyramid Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-7     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Ridge Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-8     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Sail Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-9     : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Tunnel Tents
gid://shopify/Taxonomy/Category/sg-4-2-17-10    : Sporting Goods > Outdoor Recreation > Camping & Hiking > Tents > Vis-A-Vis Tents
gid://shopify/Taxonomy/Category/sg-4-2-18       : Sporting Goods > Outdoor Recreation > Camping & Hiking > Windbreaks
gid://shopify/Taxonomy/Category/sg-4-3          : Sporting Goods > Outdoor Recreation > Climbing
gid://shopify/Taxonomy/Category/sg-4-3-1        : Sporting Goods > Outdoor Recreation > Climbing > Belay Devices
gid://shopify/Taxonomy/Category/sg-4-3-1-1      : Sporting Goods > Outdoor Recreation > Climbing > Belay Devices > Figure 8 Devices
gid://shopify/Taxonomy/Category/sg-4-3-1-2      : Sporting Goods > Outdoor Recreation > Climbing > Belay Devices > Sticht Plates
gid://shopify/Taxonomy/Category/sg-4-3-1-3      : Sporting Goods > Outdoor Recreation > Climbing > Belay Devices > Tubular Belay Devices
gid://shopify/Taxonomy/Category/sg-4-3-2        : Sporting Goods > Outdoor Recreation > Climbing > Carabiners
gid://shopify/Taxonomy/Category/sg-4-3-3        : Sporting Goods > Outdoor Recreation > Climbing > Climbing Apparel & Accessories
gid://shopify/Taxonomy/Category/sg-4-3-3-1      : Sporting Goods > Outdoor Recreation > Climbing > Climbing Apparel & Accessories > Climbing Gloves
gid://shopify/Taxonomy/Category/sg-4-3-3-2      : Sporting Goods > Outdoor Recreation > Climbing > Climbing Apparel & Accessories > Climbing Helmets
gid://shopify/Taxonomy/Category/sg-4-3-3-3      : Sporting Goods > Outdoor Recreation > Climbing > Climbing Apparel & Accessories > Crampons
gid://shopify/Taxonomy/Category/sg-4-3-4        : Sporting Goods > Outdoor Recreation > Climbing > Climbing Ascenders & Descenders
gid://shopify/Taxonomy/Category/sg-4-3-5        : Sporting Goods > Outdoor Recreation > Climbing > Climbing Chalk Bags
gid://shopify/Taxonomy/Category/sg-4-3-6        : Sporting Goods > Outdoor Recreation > Climbing > Climbing Crash Pads
gid://shopify/Taxonomy/Category/sg-4-3-7        : Sporting Goods > Outdoor Recreation > Climbing > Climbing Double Lanyards
gid://shopify/Taxonomy/Category/sg-4-3-8        : Sporting Goods > Outdoor Recreation > Climbing > Climbing Harnesses
gid://shopify/Taxonomy/Category/sg-4-3-9        : Sporting Goods > Outdoor Recreation > Climbing > Climbing Protection Devices
gid://shopify/Taxonomy/Category/sg-4-3-10       : Sporting Goods > Outdoor Recreation > Climbing > Climbing Rope
gid://shopify/Taxonomy/Category/sg-4-3-11       : Sporting Goods > Outdoor Recreation > Climbing > Climbing Rope Bags
gid://shopify/Taxonomy/Category/sg-4-3-12       : Sporting Goods > Outdoor Recreation > Climbing > Climbing Webbing
gid://shopify/Taxonomy/Category/sg-4-3-12-1     : Sporting Goods > Outdoor Recreation > Climbing > Climbing Webbing > Climbing Daisy Chains
gid://shopify/Taxonomy/Category/sg-4-3-12-2     : Sporting Goods > Outdoor Recreation > Climbing > Climbing Webbing > Climbing Slings
gid://shopify/Taxonomy/Category/sg-4-3-13       : Sporting Goods > Outdoor Recreation > Climbing > Ice Climbing Tools
gid://shopify/Taxonomy/Category/sg-4-3-13-1     : Sporting Goods > Outdoor Recreation > Climbing > Ice Climbing Tools > Ice Climbing Axes
gid://shopify/Taxonomy/Category/sg-4-3-13-2     : Sporting Goods > Outdoor Recreation > Climbing > Ice Climbing Tools > Ice Climbing Crampons
gid://shopify/Taxonomy/Category/sg-4-3-13-3     : Sporting Goods > Outdoor Recreation > Climbing > Ice Climbing Tools > Ice Climbing Screwdrivers
gid://shopify/Taxonomy/Category/sg-4-3-14       : Sporting Goods > Outdoor Recreation > Climbing > Ice Screws
gid://shopify/Taxonomy/Category/sg-4-3-15       : Sporting Goods > Outdoor Recreation > Climbing > Indoor Climbing Holds
gid://shopify/Taxonomy/Category/sg-4-3-16       : Sporting Goods > Outdoor Recreation > Climbing > Quickdraws
gid://shopify/Taxonomy/Category/sg-4-4          : Sporting Goods > Outdoor Recreation > Cycling
gid://shopify/Taxonomy/Category/sg-4-4-1        : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories
gid://shopify/Taxonomy/Category/sg-4-4-1-1      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers
gid://shopify/Taxonomy/Category/sg-4-4-1-1-1    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers > Bicycle Bags
gid://shopify/Taxonomy/Category/sg-4-4-1-1-2    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers > Bicycle Panniers
gid://shopify/Taxonomy/Category/sg-4-4-1-1-3    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bags & Panniers > Bicycle Top Cases
gid://shopify/Taxonomy/Category/sg-4-4-1-2      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Baskets
gid://shopify/Taxonomy/Category/sg-4-4-1-3      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Bells & Horns
gid://shopify/Taxonomy/Category/sg-4-4-1-4      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Cages
gid://shopify/Taxonomy/Category/sg-4-4-1-4-1    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Cages > Bicycle Bottle Cages
gid://shopify/Taxonomy/Category/sg-4-4-1-4-2    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Cages > Bicycle Storage Cages
gid://shopify/Taxonomy/Category/sg-4-4-1-5      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Child Seat Accessories & Parts
gid://shopify/Taxonomy/Category/sg-4-4-1-6      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Child Seats
gid://shopify/Taxonomy/Category/sg-4-4-1-7      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computer Accessories
gid://shopify/Taxonomy/Category/sg-4-4-1-7-1    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computer Accessories > Bicycle Computer Batteries
gid://shopify/Taxonomy/Category/sg-4-4-1-7-2    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computer Accessories > Bicycle Computer Cadence Sensors
gid://shopify/Taxonomy/Category/sg-4-4-1-7-3    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computer Accessories > Bicycle Computer Cases
gid://shopify/Taxonomy/Category/sg-4-4-1-7-4    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computer Accessories > Bicycle Computer Mounts
gid://shopify/Taxonomy/Category/sg-4-4-1-7-5    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computer Accessories > Bicycle Computer RPM Sensors
gid://shopify/Taxonomy/Category/sg-4-4-1-7-6    : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computer Accessories > Bicycle Computer Transmitters
gid://shopify/Taxonomy/Category/sg-4-4-1-8      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Computers
gid://shopify/Taxonomy/Category/sg-4-4-1-9      : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Covers
gid://shopify/Taxonomy/Category/sg-4-4-1-10     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Fenders
gid://shopify/Taxonomy/Category/sg-4-4-1-11     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Front & Rear Racks
gid://shopify/Taxonomy/Category/sg-4-4-1-12     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Handlebar Grips & Decor
gid://shopify/Taxonomy/Category/sg-4-4-1-13     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-1   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Cable Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-2   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Chain Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-3   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Disc Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-4   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Folding Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-5   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Ground Anchors
gid://shopify/Taxonomy/Category/sg-4-4-1-13-6   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Locking Skewers
gid://shopify/Taxonomy/Category/sg-4-4-1-13-7   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Ring Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-8   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle U-Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-9   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Wheel Locks
gid://shopify/Taxonomy/Category/sg-4-4-1-13-10  : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Locks > Bicycle Zip Ties
gid://shopify/Taxonomy/Category/sg-4-4-1-14     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Mirrors
gid://shopify/Taxonomy/Category/sg-4-4-1-15     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Pumps
gid://shopify/Taxonomy/Category/sg-4-4-1-16     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Saddle Pads & Seat Covers
gid://shopify/Taxonomy/Category/sg-4-4-1-17     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Shock Pumps
gid://shopify/Taxonomy/Category/sg-4-4-1-18     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Spoke Beads
gid://shopify/Taxonomy/Category/sg-4-4-1-19     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Stands & Storage
gid://shopify/Taxonomy/Category/sg-4-4-1-20     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tire Repair Supplies & Kits
gid://shopify/Taxonomy/Category/sg-4-4-1-20-1   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tire Repair Supplies & Kits > Bicycle Tire Levers
gid://shopify/Taxonomy/Category/sg-4-4-1-20-2   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tire Repair Supplies & Kits > Bicycle Tire Repair Kits
gid://shopify/Taxonomy/Category/sg-4-4-1-20-3   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tire Repair Supplies & Kits > Bicycle Tire Repair Patches
gid://shopify/Taxonomy/Category/sg-4-4-1-20-4   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tire Repair Supplies & Kits > Bicycle Tire Repair Stands
gid://shopify/Taxonomy/Category/sg-4-4-1-20-5   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tire Repair Supplies & Kits > Bicycle Tire Sealants
gid://shopify/Taxonomy/Category/sg-4-4-1-21     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Toe Straps & Clips
gid://shopify/Taxonomy/Category/sg-4-4-1-22     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tools
gid://shopify/Taxonomy/Category/sg-4-4-1-22-1   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tools > Bicycle Chain Tools
gid://shopify/Taxonomy/Category/sg-4-4-1-22-2   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Tools > Bicycle Multi-Tools
gid://shopify/Taxonomy/Category/sg-4-4-1-23     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Trailers
gid://shopify/Taxonomy/Category/sg-4-4-1-24     : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Trainers
gid://shopify/Taxonomy/Category/sg-4-4-1-24-1   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Trainers > Fluid Bicycle Trainers
gid://shopify/Taxonomy/Category/sg-4-4-1-24-2   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Trainers > Magnetic Bicycle Trainers
gid://shopify/Taxonomy/Category/sg-4-4-1-24-3   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Trainers > Roller Bicycle Trainers
gid://shopify/Taxonomy/Category/sg-4-4-1-24-4   : Sporting Goods > Outdoor Recreation > Cycling > Bicycle Accessories > Bicycle Trainers > Wind Bicycle Trainers
